probe,group_kind,group,n,pct_reads_mean,pct_reads_min,pct_reads_max,n_layers,band_lo,band_hi,ref_tpr_mean,ref_fpr_mean,gap_position_mean
story_v2_1k,technique,encoding,8,4.3604651162790695,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,encyclopedic_framing,8,70.34883720930233,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,encyclopedic_framing,8,48.25581395348837,0.0,87.5,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,encyclopedic_framing,8,48.83720930232558,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,encyclopedic_framing,8,1.4534883720930232,0.0,50.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,evil_confidant,12,74.22480620155038,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,evil_confidant,12,52.51937984496124,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,evil_confidant,12,72.09302325581395,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,evil_confidant,12,24.03100775193798,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,few_shot_json,8,86.33720930232558,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,few_shot_json,8,22.96511627906977,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,few_shot_json,8,79.06976744186046,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,few_shot_json,8,0.0,0.0,0.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,gcg_transfer,8,43.895348837209305,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,gcg_transfer,8,86.62790697674419,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,gcg_transfer,8,72.67441860465117,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,gcg_transfer,8,6.395348837209302,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,in_the_wild_wrapper,400,72.55232558139535,0.0,98.75,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,in_the_wild_wrapper,400,63.22093023255814,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,in_the_wild_wrapper,400,70.25,0.0,94.75,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,in_the_wild_wrapper,400,17.197674418604652,0.0,98.5,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,narrative_mimicry,300,82.45736434108527,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,narrative_mimicry,300,25.155038759689912,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,narrative_mimicry,300,94.4186046511628,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,narrative_mimicry,300,38.08527131782946,0.0,99.33333333333333,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,nested_fiction,57,79.9265605875153,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,nested_fiction,57,25.58139534883721,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,nested_fiction,57,94.57364341085272,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,nested_fiction,57,27.090983272133823,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,pair_generated,84,56.699889258028804,0.0,89.28571428571429,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,pair_generated,84,50.775193798449614,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,pair_generated,84,78.6544850498339,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,pair_generated,84,23.726467331118496,0.0,90.47619047619048,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,persona_plus_obfuscation,12,79.06976744186046,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,technique,persona_plus_obfuscation,12,43.21705426356589,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,technique,persona_plus_obfuscation,12,61.43410852713179,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,technique,persona_plus_obfuscation,12,2.3255813953488373,0.0,100.0,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,technique,prefix_injection,8,75.29069767441861,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
