probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,band_mean_auroc,band_max_folded,band_mean_cohens_dz,band_mean_excess,auroc_sd,n_draws,axis_mean_paired_cos
story_v1,eval,18,0.6429,0.6069230769230769,0.26888373334254545,-0.030859977210226798,offdiag_pooled,0.46153846153846156,30,0,65,0.5384615384615384,-0.012714587173132647,0.012714587173132647,0.7,-0.06846153846153846,-0.2561691461694128,0.38153846153846155,0.7230769230769231,-0.30890082910824945,0.020512820512820513,,,
story_v1,harm,18,0.6429,0.7007692307692307,0.5431816744904787,-0.10660389768874316,offdiag_pooled,0.2153846153846154,14,0,65,0.7846153846153846,-0.6922506603584683,0.6922506603584683,,0.0838461538461539,0.14906898586798956,0.2892307692307693,0.9076923076923077,-0.5879645155555263,0.0655897435897436,,,
story_v1,length,18,0.6429,0.7716666666666666,0.9167452859655902,-0.03581007441228842,offdiag_pooled,0.3333333333333333,10,0,30,0.6666666666666667,-0.4900639106204356,0.4900639106204356,,-0.10499999999999987,-0.42668137534515466,0.2688888888888889,0.9,-0.634395886363146,-0.015222222222222196,,,
story_v1,persona,18,0.6429,0.6815384615384615,0.43567421123967265,0.19396914450668068,offdiag_pooled,0.9230769230769231,60,0,65,0.9230769230769231,1.1618299487047856,1.1618299487047856,,0.2415384615384616,0.726155737465113,0.7415384615384614,0.9230769230769231,0.7227811822341906,0.04871794871794879,,,
story_v1,story_v1,18,0.6429,0.8007692307692308,1.0724392054042213,1.0000000000000002,diag_heldout,1.0,15,0,15,1.0,7.237436040144738,7.237436040144738,,0.1992307692307692,6.164996834740517,1.0,1.0,5.851128985143601,0.2409230769230769,,,
story_v1,story_v1,18,0.6429,0.8007692307692308,1.0724392054042213,1.0000000000000002,diag_lopo,1.0,50,0,50,1.0,5.226011415493339,5.226011415493339,,0.1992307692307692,4.153572210089118,1.0,1.0,5.0567794349314035,0.2409230769230769,,,
story_v1,story_v2,18,0.6429,0.7984615384615383,1.1317981046481653,0.8099962816001015,offdiag_pooled,1.0,65,0,65,1.0,4.193482217246348,4.193482217246348,,0.20153846153846167,3.061684112598183,1.0,1.0,4.07537209255169,0.2398974358974359,,,
story_v2,eval,18,0.6429,0.6069230769230769,0.26888373334254545,-0.0431607944387659,offdiag_pooled,0.38461538461538464,25,0,65,0.6153846153846154,-0.11663357401426251,0.11663357401426251,0.75,0.00846153846153852,-0.15225015932828295,0.4123076923076923,0.7076923076923076,-0.21113204905586144,0.0010256410256410367,,,
story_v2,harm,18,0.6429,0.7007692307692307,0.5431816744904787,0.005080368010198041,offdiag_pooled,0.5230769230769231,34,0,65,0.5230769230769231,0.02478633508174362,0.02478633508174362,0.65,-0.1776923076923076,-0.5183953394087351,0.6758974358974359,0.8615384615384616,0.48061826321370443,-0.02056410256410254,,,
story_v2,length,18,0.6429,0.7716666666666666,0.9167452859655902,-0.057410839118252524,offdiag_pooled,0.3333333333333333,10,0,30,0.6666666666666667,-0.5913342043611373,0.5913342043611373,,-0.10499999999999987,-0.325411081604453,0.2466666666666667,0.9666666666666667,-0.6737669320726957,0.007000000000000036,,,
story_v2,persona,18,0.6429,0.6815384615384615,0.43567421123967265,0.12672723678636114,offdiag_pooled,0.7846153846153846,51,0,65,0.7846153846153846,0.8445436177270847,0.8445436177270847,,0.10307692307692307,0.4088694064874121,0.6430769230769232,0.8461538461538461,0.4085191196342434,0.049743589743589806,,,
story_v2,story_v1,18,0.6429,0.8007692307692308,1.0724392054042213,0.8099962816001015,offdiag_pooled,1.0,65,0,65,1.0,5.589531454378965,5.589531454378965,,0.1992307692307692,4.517092248974743,1.0,1.0,4.97429250629659,0.2409230769230769,,,
story_v2,story_v2,18,0.6429,0.7984615384615383,1.1317981046481653,1.0000000000000002,diag_heldout,1.0,15,0,15,1.0,5.319770613609499,5.319770613609499,,0.20153846153846167,4.187972508961334,1.0,1.0,6.089542506878266,0.2398974358974359,,,
story_v2,story_v2,18,0.6429,0.7984615384615383,1.1317981046481653,1.0000000000000002,diag_lopo,1.0,50,0,50,1.0,4.242919562068842,4.242919562068842,,0.20153846153846167,3.1111214574206763,1.0,1.0,4.3052370516142595,0.2398974358974359,,,
