probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,band_mean_auroc,band_max_folded,band_mean_cohens_dz,band_mean_excess,auroc_sd,n_draws,axis_mean_paired_cos
harm,length,21,0.75,0.7466666666666668,0.8397248509345033,-0.015395670463221833,offdiag_pooled,0.5333333333333333,16,0,30,0.5333333333333333,-0.041702579181612326,0.041702579181612326,0.75,-0.21333333333333349,-0.798022271752891,0.7511111111111112,1.0,1.4844196921641106,0.04922222222222224,,,
harm,persona,21,0.75,0.6892307692307691,0.4954590051316172,-0.0014748830329490246,offdiag_pooled,0.46153846153846156,30,0,65,0.5384615384615384,0.0628453899859879,0.0628453899859879,0.7,-0.15076923076923066,-0.43261361514562935,0.5497435897435898,0.9846153846153847,0.23756593252041644,-0.03538461538461536,,,
harm,story_v1,21,0.75,0.7976923076923077,0.9161631591466282,-0.15445211852915414,offdiag_pooled,0.5384615384615384,35,0,65,0.5384615384615384,-0.4135744070171315,0.4135744070171315,0.7,-0.25923076923076926,-0.5025887521294967,0.5158974358974359,0.8615384615384616,-0.16969066190496832,-0.1036923076923077,,,
harm,story_v2,21,0.75,0.7861538461538462,0.9802135715587994,0.09358582364479211,offdiag_pooled,0.9538461538461539,62,0,65,0.9538461538461539,1.743821499749261,1.743821499749261,,0.1676923076923077,0.7636079281904615,0.8000000000000002,0.9538461538461539,0.8974070932948047,0.03989743589743592,,,
length,eval,13,0.4643,0.5815384615384616,0.2041007271497771,0.3546403281831331,offdiag_pooled,0.8307692307692308,54,0,65,0.8307692307692308,0.8225823059721249,0.8225823059721249,,0.24923076923076926,0.6184815788223478,0.8451282051282053,0.9230769230769231,0.8825293451307857,0.24717948717948726,,,
length,harm,13,0.4643,0.6538461538461536,0.37318431421942094,0.3237113788028493,offdiag_pooled,0.7384615384615385,48,0,65,0.7384615384615385,0.6022441529847202,0.6022441529847202,,0.08461538461538487,0.22905983876529928,0.6092307692307694,0.8307692307692308,0.2832660614347236,-0.008256410256410234,,,
length,length,13,0.4643,0.79,1.0177602620635955,1.0,diag_heldout,1.0,9,0,9,1.0,6.023482386372063,6.023482386372063,,0.20999999999999996,5.005722124308467,1.0,1.0,5.774766214746782,0.25366666666666665,,,
length,length,13,0.4643,0.79,1.0177602620635955,1.0,diag_lopo,1.0,21,0,21,1.0,4.840167483893078,4.840167483893078,,0.20999999999999996,3.822407221829482,1.0,1.0,4.90822316061775,0.25366666666666665,,,
length,persona,13,0.4643,0.766923076923077,0.782620060136764,0.23040951433122212,offdiag_pooled,0.9384615384615385,61,0,65,0.9384615384615385,1.5268645695006644,1.5268645695006644,,0.17153846153846142,0.7442445093639004,0.9661538461538463,1.0,1.4329651606551086,0.27333333333333343,,,
length,story_v1,13,0.4643,0.7384615384615385,0.7246148547519948,-0.11532437228547691,offdiag_pooled,0.1076923076923077,7,0,65,0.8923076923076922,-1.2896358557508656,1.2896358557508656,,0.15384615384615374,0.5650210009988708,0.21743589743589745,0.9384615384615385,-0.6684406544645367,0.023487179487179467,,,
length,story_v2,13,0.4643,0.7453846153846154,0.7256505334315468,-0.1575917670999718,offdiag_pooled,0.09230769230769231,6,0,65,0.9076923076923077,-1.3567820591738273,1.3567820591738273,,0.16230769230769226,0.6311315257422805,0.21641025641025644,0.9538461538461538,-0.9024349459201424,0.036820512820512796,,,
persona,eval,12,0.4286,0.6100000000000001,0.2605982589729147,0.15009102137476293,offdiag_pooled,0.6,39,0,65,0.6,0.22642047431159373,0.22642047431159373,0.75,-0.01000000000000012,-0.03417778466132099,0.7682051282051284,0.9230769230769231,0.6533586796673838,0.17025641025641033,,,
persona,harm,12,0.4286,0.6138461538461539,0.2997438251261246,0.17779766599095648,offdiag_pooled,0.6307692307692307,41,0,65,0.6307692307692307,0.3841097487856281,0.3841097487856281,0.75,0.01692307692307682,0.08436592365950352,0.4717948717948718,0.8307692307692307,-0.10084816384000603,-0.015435897435897432,,,
persona,length,12,0.4286,0.82,1.2625738700830675,0.22165785795865792,offdiag_pooled,1.0,30,0,30,1.0,3.183189097194374,3.183189097194374,,0.18000000000000005,1.9206152271113064,0.9577777777777778,1.0,2.934828837048564,0.21144444444444446,,,
persona,persona,12,0.4286,0.7107692307692306,0.7203161520918497,0.9999999999999998,diag_heldout,1.0,15,0,15,1.0,1.9736502158024372,1.9736502158024372,,0.2892307692307694,1.2533340637105874,1.0,1.0,2.1524946301819217,0.30717948717948723,,,
