probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,band_mean_auroc,band_max_folded,band_mean_cohens_dz,band_mean_excess,auroc_sd,n_draws,axis_mean_paired_cos
random_20260731,persona_v2,18,0.6429,,,,null_pooled,0.506,,,1000,0.6486000000000001,0.02953495848709688,0.40127642914520856,,,,0.4832066666666667,0.71755,-0.04224195544465541,nan,0.18977992794980078,20,0.5283176302909851
random_20260731,story_v2_1k,18,0.6429,,,,null_pooled,0.49575,,,1000,0.76215,-0.03229494127665839,0.8228785871431572,,,,0.52082,0.76215,0.062392274315560575,nan,0.3135720978121551,20,0.6783576011657715
story_v2_1k,eval_v2,15,0.5357,0.5950999999999999,0.2389188807638341,-0.04549177037483577,offdiag_pooled,0.357,357,0,1000,0.643,-0.284899401457057,0.284899401457057,0.7,0.047900000000000165,0.04598052069322289,0.41593333333333327,0.688,-0.17295669060347565,8.666666666668673e-05,,,
story_v2_1k,harm_v2,15,0.5357,0.6350499999999999,0.333827938681084,0.0533995187416597,offdiag_pooled,0.62,620,0,1000,0.62,0.29144996596570016,0.29144996596570016,0.7,-0.015049999999999897,-0.04237797271538385,0.6457333333333332,0.783,0.35010110322051907,-0.000750000000000021,,,
story_v2_1k,persona_v2,15,0.5357,0.6268500000000001,0.33438179806703894,0.13673058368974225,offdiag_pooled,0.725,725,0,1000,0.725,0.6580593243391928,0.6580593243391928,,0.09814999999999985,0.32367752627215385,0.7377333333333334,0.869,0.6430075168139214,0.07058666666666667,,,
story_v2_1k,story_v2_1k,15,0.5357,0.7075,0.6020113120045805,1.0,diag_heldout,1.0,200,0,200,1.0,2.8836602386963794,2.8836602386963794,,0.2925,2.281648926691799,0.9976666666666667,1.0,3.2244058545145893,0.27891333333333335,,,
story_v2_1k,eval_v2,23,0.8214,0.588,0.2187044457466735,-0.012030901963765998,offdiag_pooled,0.459,459,0,1000,0.5409999999999999,-0.1099265193908368,0.1099265193908368,0.6,-0.04700000000000004,-0.1087779263558367,0.41593333333333327,0.688,-0.17295669060347565,8.666666666668673e-05,,,
story_v2_1k,harm_v2,23,0.8214,0.66705,0.48334816168271344,0.03979754381412942,offdiag_pooled,0.684,684,0,1000,0.684,0.4353417002589389,0.4353417002589389,0.75,0.01695000000000002,-0.048006461423774516,0.6457333333333332,0.783,0.35010110322051907,-0.000750000000000021,,,
story_v2_1k,persona_v2,23,0.8214,0.6480499999999999,0.39617446383661875,0.1696155948134011,offdiag_pooled,0.794,794,0,1000,0.794,0.7860451573021424,0.7860451573021424,,0.14595000000000014,0.38987069346552367,0.7377333333333334,0.869,0.6430075168139214,0.07058666666666667,,,
story_v2_1k,story_v2_1k,23,0.8214,0.7112999999999999,0.6753046889404963,1.0000000000000002,diag_heldout,1.0,200,0,200,1.0,3.740540045688925,3.740540045688925,,0.28870000000000007,3.0652353567484285,0.9976666666666667,1.0,3.2244058545145893,0.27891333333333335,,,
