layer,depth,lopo_auroc,lopo_ci_lo,mean_paired_cos,cohens_dz_train,null_shuffled_auroc,null_random_dir_abs,min_pair_margin_sd,median_pair_margin_sd,norm_over_sigma,heldout_auroc,heldout_ci_lo,cohens_dz_heldout,acc_at_train_thr
22,0.3438,0.995,0.9872478806115466,0.2699894702160618,1.2700746832643681,0.49775,0.5924375,-0.23086662590503693,0.9595336318016052,0.04728853702545166,0.935,0.891412763496185,1.0850613567841474,0.735
23,0.3594,0.99375,0.9854752894041039,0.2790661642544454,1.3100649905611215,0.50675,0.5990625,-0.23381076753139496,1.0204182863235474,0.05260668322443962,0.975,0.9426256488731539,1.144999120709169,0.7375
24,0.375,0.99875,0.9930553128676283,0.303030337136828,1.4136450703603092,0.5001875,0.6031249999999999,-0.018013257533311844,1.2736321687698364,0.06337371468544006,1.0,0.9817246596448641,1.2434167454571246,0.765
25,0.3906,0.995,0.9872478806115466,0.34224052614478206,1.3813642739922516,0.5030625,0.60625,-0.12940719723701477,1.3268792629241943,0.08097224682569504,0.985,0.9567917180822874,1.2051339632643612,0.7875
26,0.4062,0.99625,0.9890803491202564,0.34340944623725933,1.3287678589097156,0.4954375,0.6381875,-0.09341086447238922,1.2589750289916992,0.08426843583583832,0.98,0.9495863909101048,1.152977146104368,0.775
27,0.4219,0.9975,0.990998581994929,0.36177280653337507,1.3401140475888302,0.5050625,0.598875,-0.09780650585889816,1.239894986152649,0.09006356447935104,0.955,0.9162973119241478,1.1459016293653048,0.775
28,0.4375,0.99875,0.9930553128676283,0.3965723697300987,1.2962883399370817,0.49312500000000004,0.6448125000000001,-0.04732426628470421,1.1972616910934448,0.10660013556480408,0.955,0.9162973119241478,1.1147209789642658,0.7625
29,0.4531,0.99,0.9803915268207586,0.4331659647289034,1.3269311620268538,0.49212499999999987,0.6686250000000001,-0.058890119194984436,1.2495743036270142,0.14029718935489655,0.99,0.9643453316027606,1.2322741524784866,0.765
30,0.4688,0.99,0.9803915268207586,0.4263299862574772,1.3257138505468924,0.504375,0.622125,-0.04670298844575882,1.250064730644226,0.1430811733007431,0.985,0.9567917180822874,1.2581191438947334,0.765
31,0.4844,0.98875,0.97875182327426,0.42780756149970606,1.3231775532418482,0.48949999999999994,0.6395625,-0.061192259192466736,1.1892685890197754,0.15628938376903534,0.985,0.9567917180822874,1.2875156085272286,0.77
32,0.5,0.98875,0.97875182327426,0.42733862955954394,1.3236768204845508,0.4800625000000001,0.6280000000000001,-0.07164686918258667,1.2083044052124023,0.157107412815094,0.995,0.9724581015427949,1.2936292511655203,0.77
33,0.5156,0.98875,0.97875182327426,0.41900141560647575,1.3242119706407975,0.49568749999999995,0.6509375000000001,-0.1066877618432045,1.2622876167297363,0.15352144837379456,0.99,0.9643453316027606,1.283893759170756,0.7775
34,0.5312,0.98625,0.975530894051639,0.42190201831232826,1.3134075580318816,0.5033749999999999,0.6445,-0.13108201324939728,1.2819857597351074,0.16167734563350677,0.99,0.9643453316027606,1.2579810970698058,0.78
35,0.5469,0.9875,0.9771325294045115,0.41042553057011477,1.311637716985019,0.5055000000000001,0.643875,-0.09913305193185806,1.2883509397506714,0.15278266370296478,0.99,0.9643453316027606,1.2617011256932338,0.7875
36,0.5625,0.9875,0.9771325294045115,0.405623807017465,1.2978291781498206,0.5055625,0.6443749999999999,-0.1251121163368225,1.2685563564300537,0.15761741995811462,0.985,0.9567917180822874,1.243135176654841,0.78
37,0.5781,0.98,0.967724007235133,0.40507884426146396,1.2648037676099093,0.5050625,0.6209374999999999,-0.13753741979599,1.2550716400146484,0.1657150536775589,0.985,0.9567917180822874,1.220288914390687,0.7775
38,0.5938,0.97625,0.9631590726319268,0.3917792248129389,1.2649196371223514,0.4954375,0.641,-0.16085690259933472,1.273390769958496,0.1621357798576355,0.985,0.9567917180822874,1.225058738169199,0.7775
39,0.6094,0.985,0.9739447388684488,0.410168295121596,1.3194349681324837,0.4949375,0.6259374999999999,-0.17025689780712128,1.3171957731246948,0.16041815280914307,0.99,0.9643453316027606,1.263142199554312,0.7775
40,0.625,0.9875,0.9771325294045115,0.4179887119909118,1.3277744299661225,0.505375,0.63175,-0.16462425887584686,1.2936817407608032,0.15999862551689148,0.99,0.9643453316027606,1.2775335732887216,0.7725
41,0.6406,0.9925,0.983747593946152,0.45507895403879545,1.3802274696324324,0.51075,0.6240000000000001,-0.21850614249706268,1.3000659942626953,0.1763378232717514,0.985,0.9567917180822874,1.3083944395876816,0.7775
42,0.6562,0.98875,0.97875182327426,0.46616853529227226,1.3784688244620735,0.4946250000000001,0.6587500000000001,-0.2277498096227646,1.282196283340454,0.18504109978675842,0.985,0.9567917180822874,1.2957601319554883,0.775
43,0.6719,0.99,0.9803915268207586,0.4758068331664023,1.3897323158492765,0.50125,0.6744999999999999,-0.22173401713371277,1.272829532623291,0.20042684674263,0.99,0.9643453316027606,1.2780984383990002,0.7725
44,0.6875,0.9925,0.983747593946152,0.4869246801103722,1.4581962295696351,0.4963125,0.7354375000000001,-0.24450266361236572,1.3178515434265137,0.20100441575050354,0.99,0.9643453316027606,1.3476142884268252,0.7875
45,0.7031,0.98625,0.975530894051639,0.5353947755019263,1.5467291869653175,0.49743750000000003,0.6716874999999999,-0.37401753664016724,1.3715161085128784,0.2474711686372757,0.99,0.9643453316027606,1.453986289782342,0.79
46,0.7188,0.9825,0.9708121428325849,0.5667281216394047,1.5805790618537772,0.4911875,0.7281875,-0.5150882601737976,1.3823860883712769,0.28535786271095276,0.99,0.9643453316027606,1.514401506663586,0.8
47,0.7344,0.98,0.967724007235133,0.5434554945433606,1.6099294592072995,0.5005,0.71325,-0.5483520030975342,1.4356766939163208,0.2836509943008423,0.99,0.9643453316027606,1.5791737957528789,0.805
48,0.75,0.9825,0.9708121428325849,0.566284427524819,1.63496732774485,0.5011875000000001,0.7125,-0.46851736307144165,1.4262858629226685,0.3154143989086151,0.995,0.9724581015427949,1.6195044765456208,0.8025
49,0.7656,0.98375,0.9723723038855308,0.5657877533997414,1.635039683151462,0.4965,0.6769375000000001,-0.4430373013019562,1.4403430223464966,0.3315661549568176,0.995,0.9724581015427949,1.6186616901413868,0.7975
50,0.7812,0.98375,0.9723723038855308,0.5681637002589277,1.6415184422714413,0.49012500000000003,0.7326249999999999,-0.42844390869140625,1.4605134725570679,0.344762921333313,0.995,0.9724581015427949,1.6136253618130074,0.7925
51,0.7969,0.9825,0.9708121428325849,0.5563133481643889,1.6352876898018578,0.4944374999999999,0.6801250000000001,-0.4539943039417267,1.4547408819198608,0.33502116799354553,0.995,0.9724581015427949,1.6055419453826114,0.79
52,0.8125,0.98125,0.9692630499191479,0.5499143782976751,1.6387971560662087,0.5005625,0.7255,-0.4742518663406372,1.4581068754196167,0.3304612934589386,1.0,0.9817246596448641,1.6064183972678738,0.7875
53,0.8281,0.9825,0.9708121428325849,0.5417437267549535,1.6517935015897882,0.49987499999999996,0.7263750000000001,-0.5087699294090271,1.4544317722320557,0.3257482051849365,0.995,0.9724581015427949,1.6282176296309896,0.7925
54,0.8438,0.98,0.967724007235133,0.5465790054324394,1.655552372616527,0.5070625000000001,0.7006249999999999,-0.5669702291488647,1.457840085029602,0.316802978515625,1.0,0.9817246596448641,1.6433688992674662,0.7975
55,0.8594,0.98,0.967724007235133,0.5530712109593269,1.6627070163991633,0.506125,0.6804375000000001,-0.5835006237030029,1.4573932886123657,0.32328540086746216,0.995,0.9724581015427949,1.6638269259285254,0.795
56,0.875,0.98125,0.9692630499191479,0.5530652881748506,1.664573422286248,0.4987500000000001,0.6826874999999999,-0.5699715614318848,1.4492639303207397,0.3267802596092224,1.0,0.9817246596448641,1.6593447478562469,0.7975
57,0.8906,0.985,0.9739447388684488,0.5445531521313486,1.6761098731293544,0.5009375000000001,0.7080625000000002,-0.6087272763252258,1.4681943655014038,0.3133712708950043,0.995,0.9724581015427949,1.6662656270963687,0.8
58,0.9062,0.9825,0.9708121428325849,0.5369972361236026,1.674189712814921,0.502,0.7304375,-0.6058056950569153,1.459912657737732,0.3027331829071045,0.995,0.9724581015427949,1.6545784686307494,0.8025
59,0.9219,0.98,0.967724007235133,0.5285046742805808,1.6802937843032633,0.48500000000000004,0.6889375,-0.6373247504234314,1.4763811826705933,0.29334557056427,0.995,0.9724581015427949,1.6658645957564138,0.805
60,0.9375,0.985,0.9739447388684488,0.5204374923853377,1.692835105575024,0.49106250000000007,0.6613125,-0.6490599513053894,1.4768612384796143,0.2863558232784271,1.0,0.9817246596448641,1.671955360539687,0.81
61,0.9531,0.9875,0.9771325294045115,0.5204530138639156,1.7089976335858974,0.49968749999999995,0.6775,-0.6574481129646301,1.488237977027893,0.28907254338264465,0.995,0.9724581015427949,1.6802997920663294,0.8125
62,0.9688,0.98625,0.975530894051639,0.5039579873505992,1.7152019398253073,0.4931875,0.649375,-0.6793917417526245,1.493082046508789,0.2538037598133087,0.995,0.9724581015427949,1.6839139575524222,0.815
63,0.9844,0.97875,0.9661941460875292,0.49170018619609523,1.701059755168652,0.5093125000000001,0.6614375,-0.6718343496322632,1.5303863286972046,0.2076949179172516,1.0,0.9817246596448641,1.6642195827490387,0.81
64,1.0,0.92625,0.9058961829697982,0.5369959558462903,1.542708783064128,0.49937499999999996,0.7002499999999999,-0.9322844743728638,1.608406662940979,0.3402145802974701,0.935,0.891412763496185,1.449462931688733,0.7775
