layer,depth,lopo_auroc,lopo_ci_lo,mean_paired_cos,cohens_dz_train,null_shuffled_auroc,null_random_dir_abs,min_pair_margin_sd,median_pair_margin_sd,norm_over_sigma,heldout_auroc,heldout_ci_lo,cohens_dz_heldout,acc_at_train_thr
0,0.0,0.5,0.4647820303999406,0.0,nan,0.5,0.5,nan,nan,0.0,0.5,0.42865843090683253,nan,0.5
1,0.0156,0.9325,0.9128418981105351,0.18206268203125256,1.2442293338986692,0.49924999999999997,0.5506249999999999,-0.6330676078796387,0.8139249682426453,0.011590479873120785,0.84,0.7817009846486589,0.5984857096979983,0.6225
2,0.0312,0.92375,0.9031285484268372,0.19418398596619496,1.1437411433544682,0.501625,0.5470625,-0.8161675333976746,0.7868949174880981,0.010995015501976013,0.85,0.7928412963314495,0.598565367159765,0.64
3,0.0469,0.91125,0.8893709586014695,0.19860602863393212,0.9947081469028798,0.49862499999999993,0.549625,-1.7557579278945923,0.692811131477356,0.012701084837317467,0.835,0.7761565322881803,0.5449442445074669,0.65
4,0.0625,0.875,0.850068389673748,0.2065610015390393,0.9466190766444326,0.49918749999999995,0.5681875000000001,-1.4588559865951538,0.5593488812446594,0.015400907024741173,0.755,0.6893601341384032,0.421370970379698,0.595
5,0.0781,0.8825,0.8581396263592393,0.2066228724838418,0.9532189876466642,0.48912500000000003,0.55725,-1.0533534288406372,0.422639399766922,0.01815318875014782,0.74,0.6734222463428612,0.490433552913116,0.5875
6,0.0938,0.8725,0.8473839948519883,0.19047469093945196,0.8507343479207526,0.49487499999999995,0.559875,-1.4240453243255615,0.38854262232780457,0.019696177914738655,0.725,0.6575745813762499,0.45765038410869596,0.58
7,0.1094,0.89,0.866239694485955,0.21159237581731816,0.9560716950645474,0.5001875000000001,0.5580624999999999,-1.4097105264663696,0.5781001448631287,0.024401290342211723,0.745,0.6787246033612802,0.5708269727170375,0.6225
8,0.125,0.92125,0.9003665926315476,0.22470316854781508,1.1042466506821056,0.5026875000000002,0.5886250000000001,-0.6148156523704529,0.7379739880561829,0.02890823408961296,0.83,0.7706283996061138,0.6775060361547418,0.6325
9,0.1406,0.9025,0.8798110804416615,0.21629235251096054,1.023649411489474,0.504875,0.577125,-0.7249540686607361,0.6204715967178345,0.026523606851696968,0.79,0.7269312953862026,0.701732805025608,0.6225
10,0.1562,0.915,0.8934849972887366,0.22456527348920952,1.039642887360027,0.49650000000000016,0.55,-0.5528550744056702,0.6197706460952759,0.027273591607809067,0.85,0.7928412963314495,0.7765466531832058,0.61
11,0.1719,0.90875,0.8866340883542556,0.22433029611311806,1.0608576198871085,0.492,0.578125,-0.5540863871574402,0.5527129769325256,0.02673264779150486,0.84,0.7817009846486589,0.8056163260349675,0.59
12,0.1875,0.9,0.8770891499320046,0.21971089835943672,1.0551259318844435,0.5022500000000001,0.5633125,-0.5723863840103149,0.5521198511123657,0.025933213531970978,0.83,0.7706283996061138,0.8013408955531849,0.5825
13,0.2031,0.9025,0.8798110804416615,0.21677307868281367,1.0532207894368029,0.50425,0.5618124999999999,-0.519199550151825,0.5272500514984131,0.027476584538817406,0.825,0.7651160293697914,0.8123995094707032,0.5775
14,0.2188,0.90875,0.8866340883542556,0.22643892603832383,1.1046447911886235,0.499625,0.5930624999999999,-0.5542694926261902,0.6921749711036682,0.030351493507623672,0.855,0.7984385038268207,0.9613848169772973,0.6175
15,0.2344,0.91375,0.8921124567873375,0.22976882584448652,1.1211395938075832,0.49368749999999995,0.5718125,-0.5472978353500366,0.6994726657867432,0.03133675083518028,0.845,0.7872623567842936,0.9098187915729887,0.6175
16,0.25,0.9525,0.9353826765142395,0.23786358996369214,1.1952887380056412,0.5043124999999999,0.5663125,-0.36284974217414856,0.8480812907218933,0.03443705663084984,0.895,0.8439812944524978,0.993860302485098,0.685
17,0.2656,0.96375,0.9483519244348602,0.2427854092449074,1.221399871530509,0.5027499999999999,0.6105000000000002,-0.28376200795173645,0.8678840398788452,0.03569401428103447,0.9,0.8497872121322454,1.0306365389864434,0.68
18,0.2812,0.97,0.9556898080136957,0.2529706668651075,1.2177534930659581,0.5015625,0.6031875,-0.35168135166168213,0.8725404739379883,0.039839938282966614,0.885,0.8324530555177454,0.9779889242521398,0.7
19,0.2969,0.975,0.9616526405480663,0.25363908235850513,1.2078941828304526,0.49837500000000007,0.5888125000000001,-0.2688981592655182,0.8533670902252197,0.040756165981292725,0.9,0.8497872121322454,0.9972214522551034,0.7125
20,0.3125,0.97875,0.9661941460875292,0.2519685125835464,1.251695730809711,0.5028125,0.598375,-0.2963736951351166,0.8867782354354858,0.04117221012711525,0.925,0.8793157746003386,1.0589057052457858,0.7
21,0.3281,0.99375,0.9854752894041039,0.26531920343784315,1.2436144506257356,0.5028125,0.568,-0.2504246234893799,0.9119185209274292,0.045831646770238876,0.945,0.9037223555660869,1.0540035163861872,0.725
