layer,depth,lopo_auroc,lopo_ci_lo,mean_paired_cos,cohens_dz_train,null_shuffled_auroc,null_random_dir_abs,min_pair_margin_sd,median_pair_margin_sd,norm_over_sigma,heldout_auroc,heldout_ci_lo,cohens_dz_heldout,acc_at_train_thr
26,0.4062,0.99125,0.9820552005928282,0.5676016287516059,2.7187691270046646,0.5089374999999999,0.66125,-0.43226417899131775,1.791167140007019,0.12853127717971802,1.0,0.9817246596448641,2.82885980303331,0.9425
27,0.4219,0.99125,0.9820552005928282,0.5688293004356065,2.7432163425194003,0.49593750000000003,0.6944999999999999,-0.37917983531951904,1.7875581979751587,0.12466774135828018,0.995,0.9724581015427949,2.851301500183178,0.945
28,0.4375,0.99125,0.9820552005928282,0.5628614557785768,2.7423679883993644,0.5185000000000002,0.7086874999999998,-0.41837143898010254,1.7863596677780151,0.12641465663909912,0.995,0.9724581015427949,2.871198579871986,0.9425
29,0.4531,0.9925,0.983747593946152,0.5537230432296377,2.808146475792714,0.49856249999999996,0.6916249999999999,-0.3622032403945923,1.7921576499938965,0.1354209929704666,0.995,0.9724581015427949,2.9654116575729947,0.945
30,0.4688,0.995,0.9872478806115466,0.5478650519581969,2.8391476925297714,0.5003125,0.7274999999999999,-0.3853532373905182,1.792670726776123,0.13407722115516663,0.99,0.9643453316027606,3.00979041382952,0.945
31,0.4844,0.995,0.9872478806115466,0.5445811132387732,2.9059212698348076,0.4890625,0.6986874999999999,-0.36376816034317017,1.8169610500335693,0.14080847799777985,1.0,0.9817246596448641,3.1320631116960373,0.945
32,0.5,0.99375,0.9854752894041039,0.5547165731136504,2.8817225838818357,0.49481249999999993,0.7318749999999999,-0.4264872372150421,1.8187311887741089,0.15092387795448303,0.995,0.9724581015427949,3.134380585364431,0.935
33,0.5156,0.9925,0.983747593946152,0.588338453513454,2.8722573046711566,0.499625,0.708625,-0.5337910652160645,1.8150465488433838,0.1668286919593811,0.995,0.9724581015427949,3.1349094774482755,0.9325
34,0.5312,0.9925,0.983747593946152,0.5967753996477473,2.8836233984131403,0.5023124999999999,0.6649375,-0.49094024300575256,1.812741994857788,0.17086517810821533,0.99,0.9643453316027606,3.147892741146077,0.9325
35,0.5469,0.99375,0.9854752894041039,0.5897123685932858,2.8891661061624,0.49250000000000005,0.6943125000000001,-0.4005299508571625,1.8113044500350952,0.16511906683444977,0.995,0.9724581015427949,3.1571480012442343,0.935
36,0.5625,0.9925,0.983747593946152,0.5850149595295465,2.842431344455686,0.49643750000000003,0.6745,-0.5386366248130798,1.8119653463363647,0.1675320714712143,0.99,0.9643453316027606,3.0912413631258784,0.9325
37,0.5781,0.9925,0.983747593946152,0.584597337395318,2.848566538955731,0.50075,0.724125,-0.5082201361656189,1.8137136697769165,0.1637793928384781,0.99,0.9643453316027606,3.0889685008534085,0.9375
38,0.5938,0.99125,0.9820552005928282,0.5804374433448759,2.8731877018975105,0.5028125000000001,0.6954375,-0.5051839351654053,1.8137896060943604,0.15946611762046814,0.99,0.9643453316027606,3.103154688600322,0.94
39,0.6094,0.99625,0.9890803491202564,0.5823905572886166,2.98942555935075,0.500625,0.695375,-0.413392573595047,1.8355993032455444,0.15462811291217804,0.995,0.9724581015427949,3.191336072662986,0.9525
40,0.625,0.99625,0.9890803491202564,0.593025763536155,2.9891983806116103,0.50525,0.7055,-0.4242805540561676,1.8237234354019165,0.15632560849189758,0.995,0.9724581015427949,3.1529164135782883,0.9525
41,0.6406,0.99625,0.9890803491202564,0.5899093267539294,3.036333634503807,0.5086250000000001,0.6398125,-0.3044775128364563,1.8283294439315796,0.14935505390167236,0.995,0.9724581015427949,3.180640134308805,0.955
42,0.6562,0.99875,0.9930553128676283,0.5886012132810334,3.09867307039423,0.5060625,0.6609999999999999,-0.20260129868984222,1.8541359901428223,0.14301025867462158,0.995,0.9724581015427949,3.2604730554153454,0.96
43,0.6719,0.99875,0.9930553128676283,0.5858248437059672,3.042838500126236,0.5053125,0.696125,-0.14156970381736755,1.844757318496704,0.14905516803264618,0.995,0.9724581015427949,3.197721959228672,0.96
44,0.6875,0.99875,0.9930553128676283,0.588042630517049,2.994706471404129,0.4907499999999999,0.679875,-0.07385232299566269,1.8420782089233398,0.1500573456287384,0.995,0.9724581015427949,3.142241191244824,0.955
45,0.7031,0.99875,0.9930553128676283,0.5707535115254042,3.029470355498005,0.49331249999999993,0.6926874999999999,-0.030078208073973656,1.847285270690918,0.17699171602725983,1.0,0.9817246596448641,3.236034210475057,0.96
46,0.7188,1.0,0.9953995154792554,0.5631239111141098,3.1174632786797596,0.49456249999999996,0.707875,0.08577822893857956,1.8494014739990234,0.18125693500041962,1.0,0.9817246596448641,3.308046834994179,0.9625
47,0.7344,1.0,0.9953995154792554,0.5671046111476974,3.293404236083854,0.49350000000000005,0.6925625000000001,0.08188505470752716,1.8817602396011353,0.22622807323932648,1.0,0.9817246596448641,3.425468172264217,0.975
48,0.75,1.0,0.9953995154792554,0.5720209227447464,3.4575047044860203,0.5045624999999999,0.7375,0.10913132131099701,1.8775838613510132,0.25610536336898804,1.0,0.9817246596448641,3.573634714211962,0.98
49,0.7656,1.0,0.9953995154792554,0.5646407053102105,3.597146245414722,0.5069375,0.695125,0.2117682695388794,1.896775484085083,0.26949992775917053,1.0,0.9817246596448641,3.6777640276019468,0.99
50,0.7812,1.0,0.9953995154792554,0.5531788316067024,3.6589682257537866,0.5045000000000001,0.6664375,0.2615889310836792,1.8890618085861206,0.27288225293159485,1.0,0.9817246596448641,3.725585150309907,0.99
51,0.7969,1.0,0.9953995154792554,0.5478740330029495,3.6823332810156617,0.492375,0.6541874999999999,0.21976789832115173,1.8971220254898071,0.27649563550949097,1.0,0.9817246596448641,3.762310462574099,0.9925
52,0.8125,1.0,0.9953995154792554,0.5363833550490154,3.679690517313963,0.5061250000000002,0.6757500000000001,0.20921523869037628,1.880507469177246,0.28538715839385986,1.0,0.9817246596448641,3.79708756826582,0.995
53,0.8281,1.0,0.9953995154792554,0.5319890005849675,3.6908206586743266,0.49375,0.7013125,0.21012143790721893,1.8888750076293945,0.30015841126441956,1.0,0.9817246596448641,3.7829073429354207,0.995
54,0.8438,1.0,0.9953995154792554,0.5246490326708613,3.68301292363267,0.50375,0.6565624999999999,0.1786106526851654,1.8933515548706055,0.28611525893211365,1.0,0.9817246596448641,3.7698919444658574,0.9925
55,0.8594,1.0,0.9953995154792554,0.5322053490069635,3.6890605612615643,0.5039374999999999,0.6706875,0.1347842514514923,1.9003922939300537,0.30177953839302063,1.0,0.9817246596448641,3.7504459388922053,0.9925
56,0.875,1.0,0.9953995154792554,0.5251928568015554,3.6494923473037884,0.501625,0.6888125000000002,0.06378552317619324,1.8971214294433594,0.3031494915485382,1.0,0.9817246596448641,3.6895751551366565,0.99
57,0.8906,1.0,0.9953995154792554,0.5136859412676954,3.6651423285240097,0.49375,0.6780625,0.07185030728578568,1.8854302167892456,0.2967047691345215,1.0,0.9817246596448641,3.6856892095471654,0.9875
58,0.9062,1.0,0.9953995154792554,0.5127235305789138,3.6882765396250967,0.5045,0.6488125,0.05279441177845001,1.8743408918380737,0.2912020981311798,1.0,0.9817246596448641,3.687835474906833,0.99
59,0.9219,1.0,0.9953995154792554,0.5063586156235413,3.6497465950065107,0.49387499999999995,0.63575,0.03370920196175575,1.8650634288787842,0.2937752902507782,1.0,0.9817246596448641,3.6332968245051895,0.99
60,0.9375,1.0,0.9953995154792554,0.49048467281067887,3.698482128763359,0.49437500000000006,0.6620625,0.03083615191280842,1.8630938529968262,0.287553071975708,1.0,0.9817246596448641,3.6930653824330752,0.99
61,0.9531,1.0,0.9953995154792554,0.4793205114134643,3.7088418645155166,0.50425,0.6354375000000001,0.02252056635916233,1.8678780794143677,0.281612753868103,1.0,0.9817246596448641,3.6852469227597147,0.985
62,0.9688,1.0,0.9953995154792554,0.46829714165645314,3.7332359258551704,0.5041249999999999,0.6525000000000001,0.046773236244916916,1.8616211414337158,0.26861801743507385,1.0,0.9817246596448641,3.676374897295056,0.975
63,0.9844,0.99875,0.9930553128676283,0.4766978880749816,3.667436628223784,0.50075,0.70075,-0.012348135933279991,1.8612384796142578,0.2295827567577362,1.0,0.9817246596448641,3.601247826838461,0.975
64,1.0,0.9975,0.990998581994929,0.5120458396962535,3.565157534826146,0.501875,0.6540625,-0.3831809461116791,1.8925855159759521,0.3381946384906769,1.0,0.9817246596448641,3.594357444740808,0.97
