layer,depth,lopo_auroc,lopo_ci_lo,mean_paired_cos,cohens_dz_train,null_shuffled_auroc,null_random_dir_abs,min_pair_margin_sd,median_pair_margin_sd,norm_over_sigma,heldout_auroc,heldout_ci_lo,cohens_dz_heldout,acc_at_train_thr
0,0.0,0.5,0.4647820303999406,0.0,nan,0.5,0.5,nan,nan,0.0,0.5,0.42865843090683253,nan,0.5
1,0.0357,0.97125,0.9571718800087967,0.36996511006909755,1.8779937586795914,0.49974999999999997,0.6508125000000001,-1.129372239112854,1.5784339904785156,0.038219280540943146,0.955,0.9162973119241478,1.9227860343865728,0.8975
2,0.0714,0.975,0.9616526405480663,0.37324486271038365,2.0105061567968128,0.49662500000000004,0.6013124999999999,-0.9209893345832825,1.6043388843536377,0.038642577826976776,0.975,0.9426256488731539,2.026262021720141,0.9075
3,0.1071,0.98625,0.975530894051639,0.40218323612920215,2.2887597204558734,0.50875,0.6678750000000001,-0.776907742023468,1.6617828607559204,0.04567481949925423,0.975,0.9426256488731539,2.2873697974984033,0.9425
4,0.1429,0.98875,0.97875182327426,0.44818844274815206,2.4882861524979756,0.48618749999999994,0.6786875,-0.7847553491592407,1.7201682329177856,0.060043856501579285,0.985,0.9567917180822874,2.458373483391963,0.94
5,0.1786,0.99125,0.9820552005928282,0.4821641537849365,2.5634731881945716,0.499,0.6673124999999999,-0.6233838796615601,1.741782784461975,0.07387270778417587,0.985,0.9567917180822874,2.5637113685302557,0.9475
6,0.2143,0.99,0.9803915268207586,0.4588375630714334,2.505631255896137,0.499125,0.6448125,-0.9243434071540833,1.7522658109664917,0.06147097796201706,0.985,0.9567917180822874,2.4919951511649914,0.9425
7,0.25,0.98625,0.975530894051639,0.4808399054840212,2.465913634915351,0.492875,0.6889375,-0.8104161024093628,1.7687699794769287,0.0713200494647026,0.99,0.9643453316027606,2.4977647224218176,0.9425
8,0.2857,0.9925,0.983747593946152,0.4884607330604054,2.609985601391755,0.4963125,0.69675,-0.6945290565490723,1.7898708581924438,0.0715353935956955,0.99,0.9643453316027606,2.652496772541106,0.9475
9,0.3214,0.99,0.9803915268207586,0.5365414776610348,2.5606958451523467,0.49781249999999994,0.7245625,-0.4083978235721588,1.7771269083023071,0.09845151752233505,0.99,0.9643453316027606,2.741897615061224,0.9475
10,0.3571,0.99,0.9803915268207586,0.5435997534320428,2.5398809455827256,0.5015000000000001,0.6907500000000001,-0.4905763566493988,1.7577184438705444,0.09427297115325928,0.985,0.9567917180822874,2.6880111925035792,0.94
11,0.3929,0.98875,0.97875182327426,0.5518940396446314,2.46629634474518,0.4954375,0.6646249999999999,-0.48487815260887146,1.7432113885879517,0.09504110366106033,0.99,0.9643453316027606,2.6171242975215754,0.93
12,0.4286,0.98625,0.975530894051639,0.5453570225267476,2.5339375439318252,0.49412500000000004,0.6635000000000001,-0.43449774384498596,1.7569571733474731,0.09059706330299377,0.99,0.9643453316027606,2.725375869165104,0.9375
13,0.4643,0.98625,0.975530894051639,0.551892541333544,2.5073788470157603,0.49812500000000004,0.6268125,-0.41954490542411804,1.766508936882019,0.0882495790719986,0.99,0.9643453316027606,2.660029001769426,0.935
14,0.5,0.9925,0.983747593946152,0.6447096061262877,2.7367425335766487,0.4921874999999999,0.7168125,-0.44565027952194214,1.7860465049743652,0.12052212655544281,0.995,0.9724581015427949,2.8034228938898282,0.9475
15,0.5357,0.99625,0.9890803491202564,0.6793556157871999,2.7977419287140664,0.504625,0.7264375,-0.49836355447769165,1.7975773811340332,0.14064361155033112,1.0,0.9817246596448641,2.8836602386963794,0.94
16,0.5714,0.99625,0.9890803491202564,0.682677698145597,2.8271582406523166,0.510125,0.7148749999999999,-0.5494933128356934,1.811692476272583,0.14962618052959442,1.0,0.9817246596448641,2.9492252327110267,0.9425
17,0.6071,0.99625,0.9890803491202564,0.682393427143956,2.969827072250855,0.5104375,0.7585625,-0.4830663800239563,1.843881607055664,0.16482700407505035,1.0,0.9817246596448641,3.1242569855725155,0.96
18,0.6429,0.99625,0.9890803491202564,0.6783576509833551,2.983664699728867,0.5065,0.7381875,-0.44920119643211365,1.843616008758545,0.1681908220052719,1.0,0.9817246596448641,3.1521777715791894,0.96
19,0.6786,1.0,0.9953995154792554,0.6487860637582489,3.351209724082162,0.48987499999999995,0.7233125000000001,0.016504880040884018,1.8902877569198608,0.20779170095920563,1.0,0.9817246596448641,3.534680531885098,0.9825
20,0.7143,0.99875,0.9930553128676283,0.6552770255584355,3.377546937571323,0.5037499999999999,0.7056250000000001,-0.01379169151186943,1.903976321220398,0.2925626337528229,1.0,0.9817246596448641,3.5166125588287227,0.98
21,0.75,0.99875,0.9930553128676283,0.6485155139250723,3.519721397627809,0.4760000000000001,0.6750624999999999,-0.025687700137495995,1.9216089248657227,0.3384917676448822,1.0,0.9817246596448641,3.5973853987289757,0.9775
22,0.7857,1.0,0.9953995154792554,0.6316115595007402,3.7000019303662524,0.501,0.7061875,0.05636296421289444,1.9143980741500854,0.36126741766929626,1.0,0.9817246596448641,3.7275119048285617,0.9775
23,0.8214,1.0,0.9953995154792554,0.6147302793935201,3.742533368116068,0.49474999999999997,0.6871250000000001,0.15027157962322235,1.9172852039337158,0.37928417325019836,1.0,0.9817246596448641,3.740540045688925,0.9725
24,0.8571,1.0,0.9953995154792554,0.6049954851651271,3.695583983560188,0.5021875,0.7604374999999999,0.17502374947071075,1.9152239561080933,0.38589492440223694,1.0,0.9817246596448641,3.7173445039631337,0.9775
25,0.8929,1.0,0.9953995154792554,0.596929730070124,3.6410987428687354,0.5053125,0.7248750000000002,0.12693893909454346,1.9141331911087036,0.3756469190120697,1.0,0.9817246596448641,3.6167405828903867,0.975
26,0.9286,1.0,0.9953995154792554,0.5823969514544379,3.681630486017865,0.49143749999999997,0.6851875000000001,0.16708733141422272,1.9017584323883057,0.3693602681159973,1.0,0.9817246596448641,3.6302644741511565,0.9725
27,0.9643,1.0,0.9953995154792554,0.5676331522358367,3.6354383792805414,0.507125,0.6993750000000001,0.1484607458114624,1.8914660215377808,0.33019086718559265,1.0,0.9817246596448641,3.5888395586118107,0.9675
28,1.0,1.0,0.9953995154792554,0.598641912999457,3.912893725853339,0.49937499999999996,0.6912499999999999,0.06701512634754181,1.9167978763580322,0.46066612005233765,1.0,0.9817246596448641,3.854214122842885,0.975
