axis_row,axis_col,convention,layer_row,layer_col,cos,reliability_row,reliability_col,cos_disattenuated
story_v2_1k,story_v2_1k,own_layer,28,28,0.9999999999999999,0.9978832914408075,0.9978832914408075,1.0021211985182519
story_v2_1k,story_v2_1k,own_layer,28,15,0.21898320192643372,0.9978832914408075,0.9976333024992442,0.21947520186981986
story_v2_1k,persona_v2,own_layer,28,15,-0.006920517305527836,0.9978832914408075,0.9945678739240523,-0.006946746807974209
story_v2_1k,harm_v2,own_layer,28,19,0.050820872174150586,0.9978832914408075,0.9922842579752864,0.05107215551974024
story_v2_1k,eval_v2,own_layer,28,8,-0.022474236688012,0.9978832914408075,0.9886052905004667,-0.022627345582154807
story_v2_1k,story_v2_1k,own_layer,15,28,0.21898320192643372,0.9976333024992442,0.9978832914408075,0.21947520186981986
story_v2_1k,story_v2_1k,own_layer,15,15,0.9999999999999999,0.9976333024992442,0.9976333024992442,1.0023723120457453
story_v2_1k,persona_v2,own_layer,15,15,0.08045151706952788,0.9976333024992442,0.9945678739240523,0.08076655436408055
story_v2_1k,harm_v2,own_layer,15,19,0.08252203250932355,0.9976333024992442,0.9922842579752864,0.08294045169648659
story_v2_1k,eval_v2,own_layer,15,8,-0.00606729561227955,0.9976333024992442,0.9886052905004667,-0.00610939522423397
persona_v2,story_v2_1k,own_layer,15,28,-0.006920517305527836,0.9945678739240523,0.9978832914408075,-0.006946746807974209
persona_v2,story_v2_1k,own_layer,15,15,0.08045151706952788,0.9945678739240523,0.9976333024992442,0.08076655436408055
persona_v2,persona_v2,own_layer,15,15,0.9999999999999999,0.9945678739240523,0.9945678739240523,1.005461795236272
persona_v2,harm_v2,own_layer,15,19,0.04032049992278881,0.9945678739240523,0.9922842579752864,0.040587345085122614
persona_v2,eval_v2,own_layer,15,8,0.05869695702778647,0.9945678739240523,0.9886052905004667,0.05919525675326185
harm_v2,story_v2_1k,own_layer,19,28,0.050820872174150586,0.9922842579752864,0.9978832914408075,0.05107215551974024
harm_v2,story_v2_1k,own_layer,19,15,0.08252203250932355,0.9922842579752864,0.9976333024992442,0.08294045169648659
harm_v2,persona_v2,own_layer,19,15,0.04032049992278881,0.9922842579752864,0.9945678739240523,0.040587345085122614
harm_v2,harm_v2,own_layer,19,19,1.0,0.9922842579752864,0.9922842579752864,1.0077757376101655
harm_v2,eval_v2,own_layer,19,8,-0.03436934746956895,0.9922842579752864,0.9886052905004667,-0.034700982466507935
eval_v2,story_v2_1k,own_layer,8,28,-0.022474236688012,0.9886052905004667,0.9978832914408075,-0.022627345582154807
eval_v2,story_v2_1k,own_layer,8,15,-0.00606729561227955,0.9886052905004667,0.9976333024992442,-0.00610939522423397
eval_v2,persona_v2,own_layer,8,15,0.05869695702778647,0.9886052905004667,0.9945678739240523,0.05919525675326185
eval_v2,harm_v2,own_layer,8,19,-0.03436934746956895,0.9886052905004667,0.9922842579752864,-0.034700982466507935
eval_v2,eval_v2,own_layer,8,8,1.0000000000000002,0.9886052905004667,0.9886052905004667,1.0115260454389892
story_v2_1k,story_v2_1k,matched_to_col,28,28,0.9999999999999999,0.9978832914408075,0.9978832914408075,1.0021211985182519
story_v2_1k,story_v2_1k,matched_to_col,15,15,0.9999999999999999,0.9976333024992442,0.9976333024992442,1.0023723120457453
story_v2_1k,persona_v2,matched_to_col,15,15,0.08045151706952788,0.9976333024992442,0.9945678739240523,0.08076655436408055
story_v2_1k,harm_v2,matched_to_col,19,19,0.09370658245872483,0.9985558925854735,0.9922842579752864,0.09413819327478469
story_v2_1k,eval_v2,matched_to_col,8,8,-0.17095441495790792,0.9972202223536693,0.9886052905004667,-0.17217627889471188
persona_v2,story_v2_1k,matched_to_col,28,28,0.13595557099663821,0.9947072655556048,0.9978832914408075,0.1364612947925749
persona_v2,story_v2_1k,matched_to_col,15,15,0.08045151706952788,0.9945678739240523,0.9976333024992442,0.08076655436408055
persona_v2,persona_v2,matched_to_col,15,15,0.9999999999999999,0.9945678739240523,0.9945678739240523,1.005461795236272
persona_v2,harm_v2,matched_to_col,19,19,-0.00629441539523987,0.993521932214255,0.9922842579752864,-0.006339406784891857
persona_v2,eval_v2,matched_to_col,8,8,0.019906534831653003,0.9957567423958457,0.9886052905004667,0.020063540601195442
harm_v2,story_v2_1k,matched_to_col,28,28,0.02448634877071233,0.9938043206686497,0.9978832914408075,0.024588595092377423
harm_v2,story_v2_1k,matched_to_col,15,15,0.09760770552076176,0.9930615236947167,0.9976333024992442,0.09806421520903404
harm_v2,persona_v2,matched_to_col,15,15,0.016670993898156294,0.9930615236947167,0.9945678739240523,0.016774755601494485
harm_v2,harm_v2,matched_to_col,19,19,1.0,0.9922842579752864,0.9922842579752864,1.0077757376101655
harm_v2,eval_v2,matched_to_col,8,8,-0.007581136945545293,0.9865417608723126,0.9886052905004667,-0.007676533327150219
eval_v2,story_v2_1k,matched_to_col,28,28,-0.07299686730382778,0.9843566967562176,0.9978832914408075,-0.07365260247649927
eval_v2,story_v2_1k,matched_to_col,15,15,0.013652600358968243,0.9843266981933764,0.9976333024992442,0.013777178213931759
eval_v2,persona_v2,matched_to_col,15,15,0.03676031368247509,0.9843266981933764,0.9945678739240523,0.03715286956719151
eval_v2,harm_v2,matched_to_col,19,19,-0.0402966407857361,0.9834067608786,0.9922842579752864,-0.04079286407461086
eval_v2,eval_v2,matched_to_col,8,8,1.0000000000000002,0.9886052905004667,0.9886052905004667,1.0115260454389892
