probe,axis,layer,depth,null_folded,null_dz_folded,cos_probe_axis,cell_type,auroc,wins,ties,n,auroc_folded,cohens_dz,cohens_dz_folded,delta_excluded,excess_over_null,excess_dz_over_null,auroc_sd,n_draws,axis_mean_paired_cos
persona_v2,eval_v2,16,0.381,0.6003499999999999,0.2367878066842489,0.08087879876873116,offdiag_pooled,0.573,573,0,1000,0.573,0.1983634286460064,0.1983634286460064,0.65,-0.027349999999999985,-0.0384243780382425,,,
persona_v2,eval_v2,17,0.4048,0.5791999999999999,0.18918407349203073,0.11190758128762393,offdiag_pooled,0.63,630,0,1000,0.63,0.29221312768298785,0.29221312768298785,0.7,0.05080000000000007,0.10302905419095712,,,
persona_v2,eval_v2,18,0.4286,0.6017,0.2412880602215409,0.12887627850213895,offdiag_pooled,0.664,664,0,1000,0.664,0.33340962453541023,0.33340962453541023,0.7,0.06230000000000002,0.09212156431386934,,,
persona_v2,eval_v2,19,0.4524,0.5897,0.2092821768963756,0.13409596790653672,offdiag_pooled,0.663,663,0,1000,0.663,0.3702936657836521,0.3702936657836521,0.7,0.07330000000000003,0.16101148888727648,,,
persona_v2,eval_v2,20,0.4762,0.5947500000000001,0.23025524272608444,0.17691140197372826,offdiag_pooled,0.671,671,0,1000,0.671,0.43044034227137784,0.43044034227137784,0.75,0.07624999999999993,0.2001850995452934,,,
persona_v2,eval_v2,21,0.5,0.58565,0.18575938870868758,0.2097061878046056,offdiag_pooled,0.699,699,0,1000,0.699,0.5111292950650381,0.5111292950650381,0.75,0.11334999999999995,0.32536990635635055,,,
persona_v2,eval_v2,22,0.5238,0.5791000000000001,0.20329953271234397,0.21232726863176268,offdiag_pooled,0.678,678,0,1000,0.678,0.4647633131403242,0.4647633131403242,0.75,0.09889999999999999,0.26146378042798024,,,
persona_v2,eval_v2,23,0.5476,0.57405,0.17958792847615385,0.22488695315740567,offdiag_pooled,0.666,666,0,1000,0.666,0.42049268342148455,0.42049268342148455,0.7,0.09195000000000009,0.2409047549453307,,,
persona_v2,eval_v2,24,0.5714,0.5803499999999999,0.16965261447941743,0.24943986055558517,offdiag_pooled,0.696,696,0,1000,0.696,0.45884625137817886,0.45884625137817886,0.75,0.11565000000000003,0.28919363689876143,,,
persona_v2,eval_v2,25,0.5952,0.604,0.23209124122785138,0.24205458519500758,offdiag_pooled,0.69,690,0,1000,0.69,0.44242210429743195,0.44242210429743195,0.75,0.08599999999999997,0.21033086306958057,,,
persona_v2,eval_v2,26,0.619,0.5902000000000001,0.1996131043861014,0.2210167355130077,offdiag_pooled,0.679,679,0,1000,0.679,0.4054950074196423,0.4054950074196423,0.75,0.08879999999999999,0.2058819030335409,,,
