axis_a,axis_b,layer,depth,cos,reliability_a,reliability_b,cos_disattenuated
harm_v2,eval_v2,29,0.6905,-0.04886730902949966,0.9938650748610776,0.9855808289285658,-0.049375167975491095
harm_v2,eval_v2,30,0.7143,-0.0925895670193707,0.993784498908496,0.9877712827541721,-0.09345181619066013
harm_v2,eval_v2,31,0.7381,-0.12020833878544591,0.9941791463256953,0.9879909601795646,-0.1212902204461529
harm_v2,eval_v2,32,0.7619,-0.11797310451972091,0.9939419781989101,0.9877460794834138,-0.11906382610360094
harm_v2,eval_v2,33,0.7857,-0.14498983485260944,0.9941808922496468,0.9875259868692822,-0.1463290599975591
harm_v2,eval_v2,34,0.8095,-0.15001724357528864,0.9942360693671916,0.9878377972297242,-0.1513748077020447
harm_v2,eval_v2,35,0.8333,-0.15322324162452386,0.9942846645135732,0.9879731566988762,-0.15459544834992417
harm_v2,eval_v2,36,0.8571,-0.17282860985533383,0.9942117425004543,0.9879676858550818,-0.1743832721577801
harm_v2,eval_v2,37,0.881,-0.16000298969049914,0.9941282255198907,0.9882500943162522,-0.16142599169498908
harm_v2,eval_v2,38,0.9048,-0.14916854955445732,0.9940280413508534,0.9885139727580061,-0.1504826888486502
harm_v2,eval_v2,39,0.9286,-0.13350497908190426,0.9938140202743313,0.9887443976867057,-0.13467993110008974
harm_v2,eval_v2,40,0.9524,-0.12212920047577273,0.9931627301554744,0.9888126475886508,-0.12324017342618813
harm_v2,eval_v2,41,0.9762,-0.13619250602274788,0.9932159514878189,0.9897571234343948,-0.1373621406416916
harm_v2,eval_v2,42,1.0,-0.0728454733792573,0.992379694225661,0.9895806192540854,-0.0735085819124945
