axis_a,axis_b,layer,depth,cos,reliability_a,reliability_b,cos_disattenuated
persona_v2,eval_v2,3,0.0714,-0.07218336152490704,0.9976267265252259,0.9868224912473659,-0.07275009179700996
persona_v2,eval_v2,4,0.0952,0.03688744971557987,0.9980047922496462,0.9893211138866598,0.03712305238792205
persona_v2,eval_v2,5,0.119,0.06947828492883053,0.996595125755727,0.987029698375046,0.07005265502516729
persona_v2,eval_v2,6,0.1429,0.03786652919506022,0.9955779245178383,0.9871825004829423,0.038196111005488906
persona_v2,eval_v2,7,0.1667,0.008478368154666073,0.995632126184052,0.9890880489238443,0.008543687264935648
persona_v2,eval_v2,8,0.1905,0.019906534831653003,0.9957567423958457,0.9886052905004667,0.020063540601195442
persona_v2,eval_v2,9,0.2143,-0.0567281727397122,0.996522552926151,0.9872809528987302,-0.05719194278737554
persona_v2,eval_v2,10,0.2381,0.10860614930806034,0.9966554352885738,0.9875838470010303,0.10946994680921777
persona_v2,eval_v2,11,0.2619,0.10400297335551797,0.9960974992231845,0.9881741089862668,0.10482819195712423
persona_v2,eval_v2,12,0.2857,0.08851505006198633,0.996678614827087,0.9880169420052826,0.08919845940237495
persona_v2,eval_v2,13,0.3095,0.06612327152535344,0.9964132398696809,0.9867118658742591,0.06668672849324214
persona_v2,eval_v2,14,0.3333,0.05514405147890701,0.995678918693232,0.9844762926611329,0.055697587415446996
persona_v2,eval_v2,15,0.3571,0.03676031368247509,0.9945678739240523,0.9843266981933764,0.03715286956719151
persona_v2,eval_v2,16,0.381,0.08087879798670253,0.9936594822154706,0.982649211282699,0.08184961531468792
persona_v2,eval_v2,17,0.4048,0.11190758294227483,0.9931572404900226,0.9820694954200556,0.11331291144477051
persona_v2,eval_v2,18,0.4286,0.12887627866119697,0.9937347110454449,0.9819919513499373,0.1304619282364466
persona_v2,eval_v2,19,0.4524,0.13409596808500482,0.993521932214255,0.9834067608786,0.13566268109045956
persona_v2,eval_v2,20,0.4762,0.17691140238317782,0.9935809768648288,0.9843457069461317,0.17888765270834725
persona_v2,eval_v2,21,0.5,0.20970618799964494,0.9935152034229274,0.9835616693667218,0.21214030524668873
persona_v2,eval_v2,22,0.5238,0.21232726886034572,0.9939355561394899,0.9834541490933207,0.2147581240100952
persona_v2,eval_v2,23,0.5476,0.22488695378327053,0.9942900824582651,0.9811996989077755,0.22768216101773336
persona_v2,eval_v2,24,0.5714,0.2494398603230819,0.9941937008237774,0.976467117338578,0.25316376140067676
persona_v2,eval_v2,25,0.5952,0.24205458441851935,0.9945064323774623,0.9766325784079011,0.24560879281628203
persona_v2,eval_v2,26,0.619,0.2210167349609926,0.994532560006572,0.9772748833460888,0.22418538003552835
persona_v2,eval_v2,27,0.6429,0.16713863329188036,0.9944687801749321,0.9839041233069714,0.1689681618096968
persona_v2,eval_v2,28,0.6667,0.1571172218317848,0.9947072655556048,0.9843566967562176,0.1587814984260017
persona_v2,eval_v2,29,0.6905,0.15004253057450825,0.9948254335573283,0.9855808289285658,0.151528671866728
persona_v2,eval_v2,30,0.7143,0.15754692252829886,0.9948951170391006,0.9877712827541721,0.15892531343127708
persona_v2,eval_v2,31,0.7381,0.1506230000430862,0.9950362645953151,0.9879909601795646,0.15191314449207824
persona_v2,eval_v2,32,0.7619,0.12031527580513578,0.995093520838976,0.9877460794834138,0.12135737233505704
persona_v2,eval_v2,33,0.7857,0.11923564939625296,0.9953658446375462,0.9875259868692822,0.12026534122186927
persona_v2,eval_v2,34,0.8095,0.11000199299781076,0.9954249104495355,0.9878377972297242,0.11093114141674897
persona_v2,eval_v2,35,0.8333,0.10217768657487929,0.9952635182591455,0.9879731566988762,0.10304204055044025
persona_v2,eval_v2,36,0.8571,0.12119285780528789,0.9950842589943126,0.9879676858550818,0.12222941364068197
persona_v2,eval_v2,37,0.881,0.1035966958683274,0.9948496019346896,0.9882500943162522,0.10448014259974146
persona_v2,eval_v2,38,0.9048,0.0822406194715703,0.9946454196780075,0.9885139727580061,0.08293938737906202
persona_v2,eval_v2,39,0.9286,0.07150053038621007,0.994647204221577,0.9887443976867057,0.07209957627073985
persona_v2,eval_v2,40,0.9524,0.06223817179155912,0.9943894445925165,0.9888126475886508,0.06276558310481817
persona_v2,eval_v2,41,0.9762,0.05687675193820742,0.9941585483044681,0.9897571234343948,0.057338013628467646
persona_v2,eval_v2,42,1.0,0.005913087931704687,0.9933506956309825,0.9895806192540854,0.005963997416025752
harm_v2,eval_v2,0,0.0,0.0,nan,nan,nan
